dialog,act,emotion
"[""Doctor Ruth's office , may I help you ? ""
 "" Yes , I'd like to make an appointment to see the doctor . My name is Randy Horn . ""
 "" Let's see , Mr . Horn ... The doctor's schedule is full today . Would tomorrow be all right ? ""
 ' Yeah , I guess I can survive until tomorrow . '
 ' Would you prefer to come in in the morning or the afternoon ? '
 ' In the morning , if possible . '
 "" The doctor has an opening at 10:30 tomorrow . I'll put you down for then . ""
 ' That would be fine . '
 ' Okay , Mr . Horn , see you tomorrow at 10:30 . ']",[2 3 3 4 2 3 4 1 1],[0 0 0 4 0 0 0 0 0]
"['I want to buy a rain coat . Could you please show me one ? '
 ' With pleasure . What color do you like ? '
 ' I like yellow best . How much does it cost ? '
 ' It costs 275 yuan , Miss . '
 "" It's nice , but that's very steep for a rain coat . Could you give me a 20 percent discount ? ""
 "" Sorry , we don't give discounts . ""
 "" In that case , I don't think I'll buy one here . ""]",[3 2 2 1 3 4 1],[0 0 0 0 0 0 5]
"[""Come in . It's nice to see you again . "" "" It's nice to be here . ""
 ' Would you care for a drink ? ' ' Just a club soda for me , please . ']",[1 1 3 4],[4 4 4 4]
"['Susan , I am inviting you and Frank to our house warming party this weekend . '
 ' A house warming party ? '
 ' Yes , Deborah and I are going to buy a new home in Woodlawn . '
 ' Congratulations ! That ’ s wonderful . I bet both of you are quite happy . '
 ' Well , we have always dreamed of owning our own home , but real estate 1 in this area is extremely expensive . '
 ' I understand . That ’ s why Christopher and I want to find a place in a small town , far from the city . '
 ' That ’ s a good idea if you can find employment nearby . '
 ' I agree . That ’ s why Christopher is already looking for a job in Maine , or Wisconsin . ']",[1 2 1 1 1 1 1 1],[4 0 4 4 0 0 0 0]
"['It seems to me that you fall for good-looking guys . ' ' Yeah . '
 "" Why don't you date up a handsome guy and spend time together ? ""
 ' I have found myself a date mate . '
 ' You must have a lot in common and a barrel of fun . '
 "" A barrel of fun , of course . He often says that I'm a date bait . ""]",[1 1 3 4 1 1],[0 0 0 0 4 4]
"[""You'll have to take a make-up exam in logic . ""
 ' Oh , I thought I did a good job . ' ' Sorry to say you failed . '
 ' Anyway , I have to face the music this time . ']",[1 1 1 1],[0 0 0 0]
"['What do you think of your teacher ? ' "" He's very strict with us . ""
 ' And I hear he gives very good lectures . '
 "" Indeed.He ' s strict with himself , too.We can see every lecture of his is well-prepared . ""]",[2 1 1 1],[0 0 0 0]
"['Good morning , sir . What can I do for you ? '
 ' Good morning . I want to deposit a sum of money into my account . '
 ' OK ! How much do you want to deposit ? '
 ' Well , I want to deposit 2,000 yuan into my account . '
 ' Would you please fill in a deposit form first ? Please write down your name , your account number and the amount you want to put in . '
 ' OK . I wonder about the rate of interest of the account . '
 ' Interest is paid at the rate of 1 % per annum at present . And it is added to your account every year . '
 ' Thank you very much . ' ' My pleasure . ']",[2 3 2 3 3 2 1 1 1],[0 0 0 0 0 0 0 4 0]
"['Mom , I just finished my paper . Can you proofread it before I hand it in ? '
 ' Sure , let ’ s take a look . Sweetie , this is terrific . Your ideas are so original . '
 ' Thanks . ' ' I can tell you worked hard on it . '
 ' I really did ! I started thinking about what I wanted to say three weeks ago . '
 ' Well , it was definitely worth all the time . '
 ' Let ’ s just hope my teacher agrees . ']",[3 4 1 1 1 1 1],[4 4 4 4 4 4 4]
"[""It's Chinese New Year ! That means it's time to eat hot pot ! ""
 "" Let's eat the kind that has both spicy and mild broth in one pot . ""
 ' You mean half-and-half ? '
 ' Yep . That way I can satisfy my craving for spicy food and you can eat hot pot without burning into flames . '
 ' Good idea . ']",[1 3 2 1 4],[4 0 0 0 4]
"['Can you help me for a minute ? ' ' Sure , what I can do for you ? '
 "" I'm try to write a letter to one of our clients , But I just don't know exactly what to say , I don't even know how to get started , I know I should write dear Mr . Mrs . or Ms . , but the problem is I don't know the name of contact person . ""
 ' You can just put Dear Sir or Madam , officialese not personal , you can write to whom may concerned . '
 ' OK , So I first thanks them for their business , I can say something like we are very grateful for your continue support , How is that ? '
 ' Good ! But also , write off the bed you want to tell them the reason of your writing , give them more reference . '
 ' Like Regarding our new product line , we would like to announce a special price discount '
 ' Right , do you need them to respond ? '
 ' Yes , the letter would have a survey inside , and they should complete it and return to our office . How should I write that ? '
 ' You can tell them "" Please finding the enclosed customer service survey , else also , you can say Attach a customer survey . If you need resource it right away , you can tell them the urgent by saying Please return the survey without dely as soon as possible . Maye it more polite with this as early as convenience . ']",[3 4 2 3 2 3 1 2 2 3],[0 0 0 0 0 0 0 0 0 0]
"['Do you have some good ideas of losing weight ? '
 "" First of all , you should pay attention to what you eat . Don't eat too much food with high calories , such as chocolate , ice cream and the like . ""
 ' Any more ? '
 ' Stay away from fried foods . Fried foods are fried in oil or fat . '
 ' Got it . ' ' Do not be a couch potato . You should do more exercise . '
 ' Well , it seems that I should do some jogging from tomorrow on . ']",[2 1 2 1 1 3 4],[0 0 0 0 0 0 0]
"['It ’ s dangerous . I don ’ t dare to go . '
 ' Come on . It ’ s quite safe . You really have no guts . ']",[1 1],[3 0]
"['Hello , Mr Trent . What can I do for you this afternoon ? '
 "" Actually , Miao Ping , I'm here to close my account with you . I'm going home , the company is transferring me back to London . ""
 ' Oh , I see . When are you leaving ? '
 ' Next week , so I thought it was better to get this all sorted out as soon as possible . '
 "" Yes , of course . Well , let's get started . Would you show me your passport , please ? ""
 "" Here you are , Miao Ping . Don't laugh at the horrible photo today , OK ? ""]",[2 3 2 1 3 3],[0 0 0 0 0 4]
"[""I've been thinking of taking I've been thinking of taking a Crazy English course.Do you think it's a good idea ""
 ' Sure ! You should do anything you can to improve your English . '
 ' Really ? Do you think English is that important ? '
 "" Of course it is.In fact , I'll even take the course with you if you want . ""
 "" Great ! It's always better to do things with a friend . ""
 ' Do you have the phone number ? I need to call for registration . '
 ' No , I left it at home.Sorry ! '
 "" That's OK . I can get it from you later . ""
 ' So , do you want to go somewhere for dinner and practice our English together tonight ? '
 "" All right . I know a great restaurant near here.But , it's a little expensive and I don't have much money with me . ""
 "" No problem . I just got paid.It ' s my treat . ""
 "" Thank you ! I'll be sure to return the favor after our first class , OK ? ""
 "" Forget it ! That's what friends are for ! Besides , I have a VIP card for a discount . ""
 ' Good job ! This is going to be a great night ! '
 "" I think so too.Let ' s go ! ""]",[2 1 2 3 4 2 1 1 3 4 1 2 1 1 1],[0 0 6 0 4 0 0 0 0 0 0 0 4 4 4]
"[""My pal , you are so nervous recently . You don't need to be like that . ""
 ' I am worried about that Arden will display all my drawbacks in the performance review . That will be embarrassing . '
 ' Just use your head . If you were definitely making some big mistakes , you would be informed . '
 ' I had a nightmare last night and I dreamt Arden told me that my performance fell short of his expectation . I was terrified to wake up after hearing that . '
 ' That is merely a dream . Remember , there is always room for us to have further improvement . I think we did the good job in the whole period . '
 "" I know what you are talking about . The performance evaluation process starts from the day we're hired . There is no surprise during the actual review . ""]",[3 1 1 1 1 1],[0 0 0 0 0 0]
"['Where can I park my car ? '
 "" You need to get a car tag first . There's a one hundred Yuan deposit for the car tag . ""
 ' Okay . Here you are . '
 "" Thank you . We'll bring the receipt up to your room when we get it . ""]",[2 3 4 4],[0 0 0 0]
"['How should we commemorate the centenary of the founding of the university ? We have been given quite a large budget to pay for some events . '
 ' We should certainly hold a big party for the professors and students . We could have a firework display . '
 ' Do you think that we should invite alumni and former professors ? '
 ' If we do , too many people might attend . Perhaps we should invited all of them , but make a small charge to attend . '
 ' Good idea . We should also hold a series of presentations . We could have presentations on the history of the university , the courses we offer , and our links with other universities . '
 ' Good idea ! I think we could also have presentations by former students on how their experience here helped them in their lives . '
 ' We could have another on the successes of graduates from here . '
 ' I think that we could also produce some merchandise for the centenary-you know , T-shirts , mugs , plates , pens , and things like that . '
 ' That ’ s an excellent idea . Hopefully , we would be able to make a profit ! A few professors and students are writing a book on the history of the university . '
 ' I ’ m looking forward to reading that . We could have book signings by famous professors an alumni . '
 ' A group of students from the art and music faculty are producing a short film . '
 ' I ’ m sure that will be very popular .. OK , let ’ s think about how we can put these ideas into practice . ']",[2 3 2 3 3 3 3 3 3 3 3 3],[0 0 0 0 4 4 4 4 4 4 4 4]
"['Write down your name here in ink . '
 ' But I don ’ t have a pen with me . May I use a pencil ? '
 ' I ’ m afraid a pencil won ’ t do . Wait a moment , I ’ ll find you one . ']",[1 3 4],[0 0 0]
"['May I fix an appointment with Dr.Cui ? ' ' Sure . '
 ' When will it be convenient for her ? '
 ' Any time is all right , except Sunday . '
 "" How about ten o'clock tomorrow ? "" "" OK . I'll tell her . ""]",[3 4 2 1 3 4],[0 0 0 0 0 0]
"['What can I do for you ? ' ' I need some medicine . ' ' For whom ? '
 ' My younger brother . He suffers from a bad cold . '
 ' What symptoms does he have ? ' ' Fever and a bad cough . '
 "" I got it . Don't worry , just a common cold . ""
 ' What kind of medicine does he need ? ' ' Patulin will do . '
 ' How many pills for each time ? '
 ' Six per day , and two after each meal . ' ' Thank you very much . '
 ' My pleasure . ']",[3 3 2 1 2 1 1 2 3 2 3 4 1],[0 0 0 0 0 0 0 0 0 0 0 3 0]
"['Doctor , what are some things I can do to stay as healthy as I can be ? '
 ' You need to eat healthy foods and avoid unhealthy foods . '
 ' Sometimes I don ’ t know what the best foods are . '
 ' Fresh fruits and vegetables are important , along with protein and whole grains . '
 ' What things should I avoid ? '
 ' You don ’ t want to eat food that is high in fat . You need to avoid caffeine and sugar . '
 ' Beyond diet , what else can I do to be healthy ? '
 ' Getting 30 minutes of exercise a day is important . If you smoke , you need to stop . '
 ' How about having a beer on the weekend ? '
 ' Less than a serving of alcohol a day can actually be good for you . Do not overdo it ! ']",[3 3 1 3 2 3 2 3 3 4],[0 0 0 0 0 0 0 0 0 0]
"['Hello , this is Lucy from ABC Company . ' ' Hello , Lucy . '
 "" I'm calling to see if you have made your decision . You are the right person we are seeking for . ""
 ' Yes , I have decided to work with your company . '
 ' Good news for us . When can you start to work ? '
 "" It's my honor to be one member of your company . I'd like to begin to work any time as you like . ""
 ' Ok , please come to my office at 9 AM next Monday . I will introduce you to our boss . '
 ' No problem . Thank you for calling me . ' ' You ’ re welcome . ']",[1 1 3 4 2 1 3 4 1],[0 0 0 0 4 0 0 4 4]
"['Excuse me , are you Mr Williams from America ? ' ' Yes , I am . '
 "" I'm Li Ming from CITS . Glad to see you . "" ' Glad to see you too . ']",[2 1 1 1],[0 0 0 0]
"['There are so many environment problems in the world today . Do you think we can really solve them all or will destroy the world ? '
 ' I hope that world leaders can get together and agree on a plan for action , but I doubt it ’ ll happen before it ’ s too late . '
 ' We need to solve the problem of air pollution before we destroy the atmosphere . There ’ s lots of clean , modern technology , but companies in developed countries say it ’ s expensive . Developing countries put more emphasis on economic development than on environment protection . '
 ' Everyone is looking at the issue in the short term , rather than the long term . It ’ s the same with the destruction of the rainforests . Countries and companies just want the wood . They ’ re not thinking about the long-term damage to the forests . We should also remember that the forests are an important natural habitat for thousands of species of animal and plant life . '
 ' In other parts of the world , especially in Africa , there is a problem with desertification . Climate change and over-farming are causing farmland to turn into desert . In means that people cannot grow enough food . '
 ' It also means that people sometimes fight over the famp 3land that remains . Damaging the environment actually leads to conflict between people . '
 ' Have you ever thought about joining an organization committed to protecting the environment ? You could get involved with projects to improve the environment . '
 ' I think I ’ d like to do that . I could take the things I learn here back to my country when I have finished my studies . ']",[2 1 1 1 1 1 2 1],[0 0 0 0 0 0 0 0]
"['Please take a seat . ' ' Thanks . ' ' Now what can I do for you ? '
 "" Well , I'm looking for a job . ""
 ' Fine , but first I need some information about you . '
 ' What kind of information do you want ? '
 "" Well , first of all , your name.What ' s your surname ? "" ' Wilson . '
 ' And your other names ? ' ' Steven Michael . '
 ' Have you got your e-mail address ? '
 "" Yes , It's Henrylee@yahoo.com . "" ' How old are you ? '
 ' Twenty-one . ' ' Where were you Bron ? ' ' In California . ']",[3 4 2 3 3 2 3 1 2 1 2 1 2 1 2 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[""What's your favorite book ? "" "" It's Gone With the Wind . ""
 ' Why do you like it best ? '
 ' I enjoy the various characters and the plot . '
 ' Well . I like the Thom Birds best . ' ' Is it very interesting ? '
 "" Sure . I like the writer's language , too . ""
 "" If I have a chance , I'll enjoy the book . ""
 ' Would you like to go to the bookshop with me ? '
 "" That's a good idea.Let ' s go ! ""]",[2 1 2 1 1 2 1 1 3 4],[0 0 0 4 4 0 4 4 4 4]
"[""Jack , what's wrong ? "" ' You ! '
 ' What are you talking about ? What did I do ? '
 ' You told Martha that I was on a date ? What was that all about ? '
 "" No ... that's not what I meant . I didn't mean that . She asked me where you were and I jokingly said that you were on a date with Sara . I thought Martha knew that you and Sara were just friends . ""
 ' She started feeling suspicious after you said that . '
 "" I'm sorry man . I didn't know . I didn't mean to screw anything up . ""
 "" Martha gets jealous easily and it took a while to convince her that Sara was just a friend . Now , I have to explain to Sara that I can't hang around her because of you . ""
 "" Look . I really didn't mean to , and next time I see Martha , I'll really tell her that you and Sara are really just friends . ""
 "" Don't bother . ""]",[2 1 2 2 1 1 1 1 1 1],[0 1 0 1 0 0 5 0 0 1]
"[""Peter , it's time to go home now ! Hurry up ! ""
 ' Ten more minutes , mom . Please ! '
 "" Honey , it's almost noon . We have to go home and make lunch for your sister . ""
 ' I bet she will hang around with her mates after school . '
 "" Peter , it's a quarter to twelve . Let's go home now ! ""]",[3 4 1 1 3],[0 0 0 0 1]
"['Hey Matt . I just got a job at a consulting firm . '
 "" Congratulations . That's great ! ""
 "" I'm so happy . I don't have to worry about finding a job and interviewing anymore . ""
 ' When do you start ? ' ' I start next Monday . '
 "" You're going to have to put in a lot of hours you know . ""
 "" I know . I'm a little nervous , but it's pretty exciting . ""
 ' I bet . You must be stoked . '
 "" Yeah . I'm going to celebrate tonight . Wanna hang out ? ""
 "" Sure . It's on you right ? ""
 ' Of course . How about Toby ? Should we call him ? '
 "" I don't know . He's a little depressed . He's having a hard time finding a job right now . ""
 ' I should still tell him . In the least , I can refer him to my company . It might help . '
 ' That sounds like a good idea . ']",[1 1 1 2 1 1 1 1 3 4 2 1 1 1],[4 4 4 0 0 4 4 4 4 4 0 0 0 4]
"['May , is this the Hall of Ancient China ? '
 ' Yes . Look at these historical relics here , amazing ! '
 ' Why are they all in glass boxes ? '
 ' For protection . Some relics will turn to dust if exposed to air . '
 "" So there isn't air in the glass boxes ? ""
 "" No , there isn't . There is a vacuum in every box . ""
 ' I wonder how old these things are . Thousands of years ? '
 ' Yeah , they all come from a very ancient time . '
 "" Hey , look at the tripod . I've seen it on TV . ""
 "" It was made 4,000 years ago . It's priceless ! ""]",[2 1 2 1 2 1 2 1 1 1],[0 4 0 0 0 0 0 4 4 4]
"['Have you made a reservation ? '
 ' Yes , I have booked a table for four . My name is Liu Fan . '
 ' We have had a window table reserved for you . This way , please . '
 ' Thanks . ' "" You're welcome . "" ' Can we see the menu , please ? '
 "" I'll bring it over . "" ' Anything good for this evening ? '
 ' We have squirrel shaped mandarin fish , seeds prawn , etc . '
 "" Very good , we'll take them all . ""]",[2 1 3 4 1 3 4 2 1 1],[0 0 0 4 4 0 0 0 0 4]
"['I have an idea for Christmas this year . ' ' What is it ? '
 "" Let's not exchange any gifts at all . "" ' You big scrooge ! '
 ' Hear me out . We can pool the money and give it to a family who could really use it ! '
 ' But you may have some trouble convincing the kids . '
 ' Actual 1y , it was their idea first . '
 ' Now we know that they realize the real meaning of Christmas . ']",[1 2 3 4 1 1 1 1],[0 0 4 4 4 0 0 4]
"['Hello , Helen . ' ' Hi , Steven . ' ' How are you today ? '
 ' I ’ m very well , Thank you . And you ? '
 ' I ’ m fine , thanks . How is Tony ? '
 ' He ’ s fine , Thanks . How ’ s Emma ? '
 ' She ’ s very well , too , Helen . Goodbye , Helen . Nice to see you . '
 ' Nice to see you , too , Steven . Goodbye . ']",[1 1 2 2 2 2 1 1],[0 0 0 4 4 4 4 4]
"['Happy new year ! ' ' Thank you . Same to you . '
 ' Have you got any plans ? '
 "" I've been invited over to a friend's , and you ? ""
 "" My roommate's having a party . ""]",[1 1 2 2 1],[4 4 0 0 0]
"['Welcome to Lincoln Bank . Are you a new customer ? '
 "" Yes , I am . I opened an account with you about a month ago , but today I'm here to see about a loan of some kind . ""
 "" I see . As you don't have a long history with us , we will have to check your credit rating with your previous bank before we can promise any loan to you . ""
 "" Yes , that's fine . My credit is good ; I banked at my former bank for many years . ""
 ' May I ask why you decided to switch your account to us ? '
 "" Haha ! Actually , I felt that your array of services is much better than what my old bank had on offer . Plus , I've got plenty of friends who bank with you and they are extremely happy . ""
 ' We always welcome new business . If you can give me the details of your former bank , including your account number we can begin . '
 "" I have everything right here . I'll let you go through that and come back . I'd like to have a good read of your materials to make sure I make the right choice . ""]",[2 3 3 4 2 1 3 4],[0 0 0 0 0 0 0 0]
"[""It's time for you to wake up . ""
 "" Give me five more minutes . I'm really tired this morning . ""
 "" I'm sorry , but it's time for you to get ready for school . ""
 ' I get that , but let me just sleep for a little bit longer . '
 "" You're not going to get up in five minutes if I let you fall back asleep . ""
 ' Believe me . I will get up and get ready in five minutes . '
 "" There's a lot that you need to do this morning . ""
 ' I understand , and it will get done after I wake up in five minutes . '
 ' I would like for you to not be late for school . '
 "" I'm going to be on time today . ""
 ' Go back to sleep then , but only five more minutes . '
 ' Thanks a lot . ']",[3 4 3 4 3 4 3 4 3 4 3 4],[0 0 0 0 0 0 0 0 0 0 0 4]
"['Joanne , let ’ s not make this divorce any more acrimonious than it already is , okay ? Let ’ s just get down to business and start dividing this stuff up fairly , so we can go our separate ways , alright ? '
 ' Fine with me . I just want to get this over with . It ’ s important we make a clean break . I should have signed a pre-nup . '
 ' What was that ? '
 ' Nothing ! Anyway , you ’ re right , there ’ s no reason this has to be nasty . My lawyer tells me you ’ Ve accepted our alimony proposal and the division of property , as well as the custody agreement-I keep the cat and you get the dog . So that ’ s done ... finally . '
 ' Let ’ s not go there , Joanne ! Ok , so let ’ s start with the record collection , I ’ ll take the albums I contributed and you can have your cheesy disco albums back . '
 ' Fine , but I ’ m keeping the antique gramophone as my grandfather gave it to me . '
 ' I believe that was a wedding present to both of us , Joanne . And you hardly ever use it ! '
 ' He ’ s my grandfather , and he never really liked you anyway ! '
 ' Whatever ! Alright , I ’ ll concede the silly gramophone , if you ’ ll agree that I get the silver tea set . '
 ' How typical , when are you ever going to use a silver tea set ? Fine ! I don ’ t want to drag this out any longer than necessary . What ’ s next ? What about these old photographs ? '
 ' Which ones ? Let me have a look . Wow , look at that ! That brings back memories ... That ? '
 ' Our trip to Italy ! I remember that day . We were going to visit the Trev fountain , and we got caught in the rain ... '
 ' ... and you looked so adorable with your hair all wet . I had to take a picture of you standing there in that little alley , smiling and laughing in the rain ... '
 ' Oh , we really did have fun back then , didn ’ t we ? '
 ' Oh , Joanne , are we making a big mistake ? I know our relationship has been on the rocks for sometime but are you sure we can ’ t reconcile and try again ? I still love you . '
 ' Oh Jeff ! I love you too ! I ’ m so glad we didn ’ t have to decide who keeps the motorcycle . '
 ' The motorcycle ? But that ’ s mine ! ']",[3 4 2 1 3 4 1 1 1 2 2 1 1 2 1 1 2],[0 0 0 0 0 0 1 1 0 0 0 0 4 4 4 4 0]
"[""You are blue in the face , arn't you ? ""
 "" The cat has eaten my fish , I'll kill it . ""
 ' But supposing your son killed like the fish , what do you think then ? '
 "" I'll beat him . "" "" So beat the cat , but don't kill it . ""]",[2 1 2 1 1],[0 1 0 1 0]
"['Hello , Mr Mayhew . How are you today ? '
 "" I'm just fine , thanks , Jane . I'd like to make a withdrawal from my Current Account , please . ""
 ' Would you like a balance inquiry first , Mr Mayhew ? '
 ' That might be a good idea , yes . '
 ' Your balance is 21,290 RIB . How much would you like to take out today ? '
 ' I think 2,000 RIB will suffice , thanks . '
 "" Actually , I have a suggestion for you . We've started a new service called Entrusting Deposit Combination - Have you heard about this ? ""
 "" No , I don't think I have . But I would like to hear the full details , if you think it'll be beneficial to me . ""]",[2 3 2 1 2 1 2 1],[0 0 0 0 0 0 0 0]
"[""Hey , Ann . You don't have a pen , do you ? "" ' Sure , here you go . '
 "" Thanks . I don't suppose you have some paper , too . ""
 ' Of course . There you are . ' ' Thanks so much . I owe you one . ']",[3 4 3 4 1],[0 0 0 0 4]
"['You have been so busy these months . What are you up to ? '
 ' You know , next week , we ’ ll hold a football match . Our cheering squad is busy rehearsing the programmes for it ']",[2 1],[0 4]
"['Which movie is your favorite to watch ? '
 ' I have to say , my favorite movie is Superbad . '
 ' Is that right ? Why ? '
 "" Honestly , it is one of the funniest movies I've seen in a long time . ""
 "" You're right . That movie is hilarious . ""
 "" I didn't think you saw that movie . ""
 ' I went to see it the day it came out . '
 ' I was laughing through the whole movie . '
 "" I couldn't help laughing , either . "" ' Same here . '
 ' I bought the movie . Would you like to come to my house and watch it ? '
 ' Of course . ']",[2 1 2 1 1 1 1 1 1 1 3 4],[0 0 0 0 0 0 0 4 4 4 0 0]
"['Can I help you , sir ? ' "" Yes , I'd like to look at some suits . ""
 ' Oh , this way please.What size do you wear ? '
 ' Size 41 . I want something in dark flannel . ' ' How about this one ? '
 "" It feels all right.But if it were a darker color , I'd like it better.This seems too light for winter.Do you think you could get me one ? ""
 "" All right . I'll show you something darker.Do you like this one ? ""
 ' It looks good.But can I try it on ? ' ' Of course.Let me help you . '
 "" Thanks.It ' s comfortable.Well , how much is it , please ? ""
 ' $ 280 . ' "" Ok . I'll take it.Here ' s the money . ""]",[2 3 2 1 3 2 3 3 4 3 4 4],[0 0 0 0 0 0 0 0 0 0 0 0]
"['I would like to watch the Oscars on Tv tonight . How about you ? '
 "" Yes , I'd love to . It ’ s interesting to see who is considered the best in their field and which film are thought to be particularly good . ""
 ' I like watching it for the fashion . I like to see what the ladies are wearing . Of course , the men nearly always just wear the traditional tuxedo . '
 ' Sometimes the men wear flamboyant colours . Which films do you think will win awards this year ? '
 "" I'm really not sure . Usually just one or two films look set to sweep the awards ceremony , but this year there are several contenders . ""
 ' You ’ re right . This year should be much more exciting than usual . What ’ s you favourite award category ? '
 ' You might think this strange , but I like the category for “ best foreign language film "" . '
 ' It ’ s nice to see foreign language films making a little impact on Hollywood . I like the “ best actor and actress ” . ']",[2 1 1 2 1 2 1 1],[4 4 4 4 4 4 4 4]
"[""You didn't ring me last night.You said you would . ""
 "" I'm sorry to have made you disappointed . ""
 "" That's all right . But why were you so rude to me at lunch . ""
 "" Was I ? Sorry , I didn'y mean to be . I do apologize . ""
 ' And why are you yarning now ? Are you bored ? '
 "" Forgive me darling . I'm very tired . ""]",[1 1 1 2 2 1],[1 0 1 6 1 0]
"[""We can't go that way , the road is blocked for the next few days . ""
 "" Oh , that's right . They're filming a movie up there , aren't they ? ""
 ' Some high speed chase scene , I think . '
 ' I wonder how all the businesses in the area feel about that . '
 ' I think that they get a pretty good payoff . '
 ' The movie company has to pay them ? '
 "" I don't know about all of that , but think about it , their business gets free publicity ! ""
 ' Oh , yeah , they get to be in a movie for the whole world to see ! ']",[3 2 1 1 1 2 1 1],[0 0 0 0 0 0 4 4]
"[""How are Zina's new programmers working out ? ""
 "" I hate to admit it , but they're good . And fast . The Filipino kid is a genius . ""
 "" So you'll make the Stars.com deadline , and have us up and running next week ? ""
 "" It'll be close , but we'll make it . ""
 "" Good . After Stars.com starts paying us , we won't need Vikam's cash anymore . ""
 "" And if we don't need them , we won't need Zina , either . ""]",[2 1 2 1 1 1],[0 0 0 0 0 0]
"[""Jack , I don't know how to write my resume . Could you tell me about that ? ""
 ' You should first write your name and contact information . '
 ' What does the contact information include ? '
 ' Such as your land line phone number , mobile phone number and e-mail box . '
 ' Anything else ? '
 ' Then you should write your objectives , such as seeking a position in foreign trade . '
 ' I see . It is the position desired '
 ' Yes . After that you should emphasize your skills , educational background and related experience . '
 ' I see . Skills are about specialty , and educational background is easy as well . But what about related experience ? I have little work experience . '
 "" Don't worry . It will take time to accumulate experience . You need to be confident for yourself . ""
 ' I see . By the way , should I write the educational background starting from elementary school ? '
 ' Generally from the college '
 ' Thank you very much . I will write it right now . ']",[3 3 2 1 2 3 4 3 3 3 2 3 4],[0 0 0 0 0 0 0 0 0 0 0 0 0]
"[""Tom ? Oh , it's been a while since we've talked to each other . Nice to hear you again . ""
 ' Same here . Hey , did you know Susan is going to get married . She invited me to her wedding and she wants you to attend also . '
 ' Really ? ' "" Definitely . I'm calling to tell you this . ""
 "" Why didn't she call me ? ""
 ' She tried , but the line is always busy . '
 "" Well , I may have stayed on the phone too long . Can you give me her number ? I'll call her later . ""
 "" Of course . It's 555-4653 . "" ' Thanks . So how are things with you ? '
 "" Pretty good . I've just bought a new house . ""
 ' Wow ! Great ! Where ? '
 ' In the suburb . How are you and Carol ? Still living in town ? '
 "" Yeah , it's really convenient . The theater and Shopping Mall are within walking distance . Well , I got to go . I'll get in touch with you soon . ""
 "" Okay . Don't forget to call Susan . "" "" Don't worry . Bye . ""]",[1 1 2 1 2 1 3 4 2 1 2 2 1 3 4],[4 0 6 0 0 0 0 0 4 4 4 0 4 4 4]
"['May I help you ? ' ' Have you any package tour to Italy ? '
 ' Yes , of course . Here are all the tour routes we have to Italy . '
 ' How long does the route No . 5 last ? ' ' 2 weeks . Is that OK ? '
 ' We have just 10 days for the vacation . ']",[2 2 1 2 3 4],[0 0 0 0 0 0]
"[""Can I see the paper when you're through , Sally ? ""
 ' OK . I just want to read the comics . ' ' Take your time . ']",[3 4 1],[0 0 0]
"[""May doesn't get along very well with her mother-in-law . ""
 "" Yeah . That's just what is troubling John . ""
 ' Poor John ! He is bothering both sides of this bread . '
 "" This situation isn't easy to handle . ""]",[1 1 1 1],[0 0 0 0]
"['We thought you might like to participate in our rehearsal . '
 ' I ’ m afraid I ’ m already booked up for next Sunday . But thank you just the same . '
 ' That ’ s a pity . We can arrange another time hopefully . ']",[1 1 1],[0 5 5]
"['Good afternoon , sir , is there anything I can help you with today ? '
 ' umm ... yeah ! I ’ m looking for a nice gift to give my girlfriend . Our fifth anniversary ’ s next Friday . '
 ' Well , I would be happy to assist you in choosing the perfect gift for her . Is there anything particular that you have in mind ? '
 ' No , not really ... I ’ m completely at a loss . '
 ' Well , you can give her a set of pearl earrings , or this beautiful heart-shaped pendant . What is her favorite gemstone ? '
 ' That purple one . I ’ m sorry ... I ’ Ve never bought jewellery for anyone and I ’ m kind of nervous . '
 ' Don ’ t worry , we specialize in providing our customers a relaxed , pressure-free shopping environment . That stone is an amethyst . We have a range of beautiful amethyst pieces . Take a look at this bracelet . It ’ s 18K rose-gold , studded with amethyst and blue topaz . It ’ s a great statement piece . '
 ' Oh ... wow . That ’ s really pretty.Jess would love that . But ... I was thinking of something a little more delicate , perhaps a necklace ? '
 ' We have this beautiful platinum pendant , or you could also get her a locket . You could also get her a timepiece — it ’ s both glamorous yet functional.If you tell me a little more about your girlfriend , maybe I can help you find something for her . '
 ' Jess ? Well , she ’ s very smart , and has a great sense of humor . She ’ s very feminine ... '
 ' Perhaps you could give her a ring ? '
 ' Well ... actually ... I was thinking about asking Jess to marry me ... I ’ Ve just been so nervous . '
 ' Well sir , I believe your fifth anniversary is a great time to propose ! '
 ' Okay , I ’ Ve decided . I ’ m going to pop the question ! '
 ' Fabulous ! We should look at engagement rings then ! Now that ’ s a whole other section . ']",[2 3 2 1 2 1 3 2 3 1 3 4 1 1 3],[0 0 0 0 0 0 0 4 0 0 0 0 4 4 4]
